"id","province_id","name","alt_name","latitude","longitude"
"3601","36","KABUPATEN PANDEGLANG","KABUPATEN PANDEGLANG","-6.63333","105.75"
"3602","36","KABUPATEN LEBAK","KABUPATEN LEBAK","-6.65","106.21667"
"3603","36","KABUPATEN TANGERANG","KABUPATEN TANGERANG","-6.2","106.46667"
"3604","36","KABUPATEN SERANG","KABUPATEN SERANG","-6.15","106"
"3671","36","KOTA TANGERANG","KOTA TANGERANG","-6.17944","106.62991"
"3672","36","KOTA CILEGON","KOTA CILEGON","-6.01667","106.01667"
"3673","36","KOTA SERANG","KOTA SERANG","-6.12563","106.14999"
"3674","36","KOTA TANGERANG SELATAN","KOTA TANGERANG SELATAN","-6.29373","106.71244"
